amps,gate_fidelity,ellipsoid_robustness,QPT_robustness,ellipsoid_robustness_std,QPT_robustness_std
1.0,0.9955087606813356,0.9708427662405769,0.9554534392973869,0.012082413763764573,0.008149626425796612
1.01,0.8538746764835795,0.9355994513135593,0.6343766315564138,0.010824579095896845,0.012060383924082282
1.02,0.9717648964778884,0.9231457273029688,0.8433024299797462,0.050264925191183994,0.008585680932518686
1.03,0.9516488085491571,0.742364827920311,0.8633626207294033,0.1751251534286451,0.007553859882818704
1.04,0.9762246855137459,0.8910096515026098,0.8874305063436172,0.05214208358265418,0.00779691748234067
1.05,0.9852923014862762,0.9352604315987342,0.9103634122182035,0.01212856017135299,0.006895978886093717
1.06,0.9729810883520984,0.9217966596290346,0.9006346984146409,0.004856837207030746,0.006490481625862781
1.07,0.9358150747038309,0.8127482484833738,0.8008964877635679,0.020623416182417333,0.0064471872929709965
1.08,0.9328883700913347,0.9298730355625718,0.7935176443775993,0.009759682254081792,0.007939401435187505
1.09,0.936700992485646,0.9378865406583332,0.8563962541827774,0.008544325705631456,0.007861587906596397
1.1,0.9741936002101663,0.9423276109040565,0.9211883904597598,0.010411297108918598,0.005909407859363086
1.11,0.9343897822051374,0.9489388984137663,0.7803784962463947,0.009473910086730037,0.00782264110603663
1.12,0.9415399446254265,0.7292744356379818,0.8580200650660488,0.27227459056112896,0.007260270928700204
1.1300000000000001,0.9593602279226228,0.9395680929630308,0.8976874568704308,0.008659288675951367,0.005701834706489332
1.1400000000000001,0.9470061779899275,0.9476791742093986,0.8798614985783294,0.0063783127454149005,0.005990669494900422
1.1500000000000001,0.9431440488267624,0.9237790322639011,0.874293794799284,0.029972462535200417,0.006663932644892999
1.1600000000000001,0.804573755217942,0.8902903246045727,0.6632129373564617,0.025301128813774602,0.007353337617786491
1.1700000000000002,0.8711749940012554,0.9562598429931995,0.7378816203894193,0.013294812406785763,0.008180364184736926
1.1800000000000002,0.7797308712548763,0.6203096382054586,0.5910458861740758,0.18580752526316602,0.0077831756517964795
1.1900000000000002,0.9100100618917761,0.9495852561892598,0.8432995550818854,0.0055082149553654655,0.006930793094836719
1.2000000000000002,0.8980440237058674,0.4555752410645231,0.8262983679636551,0.3439729507069459,0.0075748541671713365
1.2100000000000002,0.9034459548678905,0.9484220424420317,0.84644883884688,0.0056738651790781795,0.006248305646490075
1.2200000000000002,0.8919923928273207,0.8970324153745831,0.8343037050790079,0.0270450938842976,0.005898243029210952
1.2300000000000002,0.8898698864701499,0.96212731085898,0.8332688667493763,0.0011733703908885847,0.007492992222802243
1.2400000000000002,0.8427363905348381,0.6093229161093716,0.7650997529341257,0.17771201932310818,0.007284742838434874
1.2500000000000002,0.861057339790581,0.9237629139862045,0.8080064339770141,0.006761438061610967,0.006896678510775776
1.2600000000000002,0.7333817171309169,0.9054188645936244,0.3767353388118197,0.014530011581687804,0.008402447513036026
1.2700000000000002,0.8484572401214626,0.9543064125667534,0.805748085568737,0.00885748590246823,0.007272920150233007
1.2800000000000002,0.7989562177362644,0.9565831284123671,0.6757021166947991,0.012094958940524375,0.007728255927667377
1.2900000000000003,0.7983152564977418,0.8923700182463425,0.6878409777615666,0.10468432799286989,0.006684671752400161
1.3000000000000003,0.7923645441704693,0.9665529703373783,0.7124796053772847,0.0065532226693552605,0.008130814140291737
